longitude,latitude,COUNTRY,Demonym
43.8325291810569,33.1050756675279,Iraq,iraqi
35.027923472437,31.5135422200432,Israel,jewish
36.9572888454725,31.3870648844492,Jordan,jordanian
35.8965194632475,33.9116017072209,Lebanon,lebanese
30.3851856901788,7.6577820417633,South Sudan,sudanese
29.9514582835941,15.6706023098426,Sudan,sudanese
38.5117323139514,35.0975110605832,Syria,syrian
35.09557205929,39.0909722528441,Turkey,turkish
32.3437176846312,1.28217292184162,Uganda,ugandan
1.58022436112329,42.5485983485476,Andorra,andorran
2.9361781319582,46.2041093034039,France,french
9.54767467237638,47.1462756213304,Liechtenstein,liechtensteiner
7.4128208732712,43.7479822499566,Monaco,monacan
8.28692879489529,46.7367812868494,Switzerland,swiss
3.67501015469649,48.6182138854095,Belgium,belgian
10.4615912490351,51.1492815853188,Germany,german
6.10323033845888,49.7752345454237,Luxembourg,luxembourger
7.4745768526276,53.1375151853951,Netherlands,dutch
20.0610827672695,41.1416589489166,Albania,albanian
13.797778364631,47.6318582698958,Austria,austrian
17.8346724078754,44.1441535612643,Bosnia and Herzegovina,bosnian
16.7828184112277,44.6493147219595,Croatia,croatian
15.3832732920235,49.7491737093098,Czech Republic,czech
11.0021124760049,55.915553126522,Denmark,danish
19.3962004836614,47.2252733248629,Hungary,hungarian
12.2466959269429,41.9959918466081,Italy,italian
19.2950508715676,42.7369483521045,Montenegro,montenegrin
19.4357327923447,52.0684805569247,Poland,polish
12.4612783495817,43.9428207290979,San Marino,sanmarinese
20.8567744439574,44.0267987013197,Serbia,serbian
19.581015362491,48.6980839052048,Slovakia,slovakian
14.8906368999738,46.137592295645,Slovenia,slovenian
16.463696137046,65.1871108853754,Norway,norwegian
17.277289833215,62.4654115120591,Sweden,swedish
27.9642520547151,53.4679137454316,Belarus,belarusian
25.2517391225619,42.8204367730244,Bulgaria,bulgarian
25.2364054243738,58.5775695380077,Estonia,estonian
25.1965963801953,64.8135638101837,Finland,finnish
43.3788665341122,42.1798627773723,Georgia,georgian
24.6936713256544,56.8138530475542,Latvia,latvian
23.8893709781744,55.2890402836528,Lithuania,lithuanian
28.3911118659413,47.0725674580696,Moldova,moldovan
25.0941582015633,45.8245489439759,Romania,romanian
31.2737720844264,48.6575325155638,Ukraine,ukrainian
66.5921613109528,34.1340260137693,Afghanistan,afghani
50.6209402688033,25.9644346666866,Bahrain,bahrainian
82.8337523698598,20.68839364363,India,indian
54.2370770010654,32.9060237428901,Iran,iranian
47.6314138402099,29.3065719412247,Kuwait,kuwaiti
73.2387826057087,3.23911538394093,Maldives,maldivan
84.1338898313567,28.3009206997557,Nepal,nepalese
55.8970304377717,21.0808146806953,Oman,omani
69.0883509076965,30.1161883714109,Pakistan,pakistani
51.197949187432,25.3185284864254,Qatar,qatari
44.5471429686161,24.0754760848309,Saudi Arabia,saudi arabian
45.4003786724397,6.52453457310392,Somalia,somali
80.6537639129039,7.71958621373421,Sri Lanka,sri lankan
70.942152810657,38.5693313838297,Tajikistan,tajikistani
58.4577357627054,39.0606911800143,Turkmenistan,turkmen
54.2792052578958,24.1825029230913,United Arab Emirates,emirian
48.4712149337138,15.2505982691395,Yemen,yemeni
45.0549083196526,40.1784127423068,Armenia,armenian
48.3983051433385,40.3349763426367,Azerbaijan,azerbaijani
66.3759193479301,47.6414651951768,Kazakhstan,kazakhstani
74.1753290346832,41.3569890543836,Kyrgyzstan,kyrgyzstani
63.8548297593985,41.4879065244633,Uzbekistan,uzbekistani
105.702095122005,-10.4464408021834,Christmas Island,christmas islander
118.735860572332,-2.30793335446324,Indonesia,indonesian
125.668173977829,-8.79883964694167,Timor-Leste,timorese
137.116564340749,-30.1341602798584,Australia,australian
166.929376331392,-0.522102144066899,Nauru,nauruan
166.275944996062,-21.2538903489854,New Caledonia,new caledonian
167.952595974833,-29.0376544450463,Norfolk Island,norfolk islander
148.180395914076,-6.43001599662648,Papua New Guinea,papua new guinean
160.966634617139,-9.76023706577852,Solomon Islands,solomon islander
177.790863246037,-7.07758726489965,Tuvalu,tuvaluan
168.034014970435,-16.4796583268605,Vanuatu,ni-vanuatu
105.039730786807,12.6991868655078,Cambodia,cambodian
103.763758990264,18.1172827368733,Laos,laotian
109.388254446858,4.3043589782512,Malaysia,malaysian
103.810257576341,1.35282518900063,Singapore,singaporean
101.068606214756,13.5964750254222,Thailand,thai
105.791103204542,16.3742910503919,Vietnam,vietnamese
90.4321256260861,23.673728665121,Bangladesh,bangladeshi
90.4671664717386,27.4216393395982,Bhutan,bhutanese
105.451205487843,37.4586400797629,China,chinese
121.869649346409,10.8032504972878,Philippines,filipino
127.631387638515,36.0523646371681,South Korea,south korean
103.398736032746,47.0864445460485,Mongolia,mongolian
127.337980565374,40.1919809147084,North Korea,north korean
144.780244582988,13.4454304799453,Guam,guamanian
135.44649610719,35.8358034719683,Japan,japanese
167.471854273209,10.0510544247498,Marshall Islands,marshallese
160.419813077067,6.16065174431316,Micronesia,micronesian
145.684687190237,15.0901384933326,Northern Mariana Islands,northern mariana islander
134.566640346028,7.50758598516856,Palau,palauan
98.969887718399,61.4526429357732,Russian Federation,russian
-2.94296733609302,40.0303854750613,Spain,spanish
-127.763857440904,42.4642718690494,United States,american
6,51,Flanders,flemish
